"","Age","Gender","Country","state","family_history","self_employed","remote_work","tech_company","care_options","wellness_program","seek_help","anonymity","leave","treatment","benefits","supervisor","mental_health_interview","mental_health_consequence","phys_health_interview","mental_vs_physical","obs_consequence"
"185",37,"Male","Ireland",NA,"No","No","No","Yes","Yes","No","No","Don't know","Very difficult","No","No","No","No","Yes","Yes","Don't know","No"
"186",34,"Male","Austria",NA,"Yes","No","Yes","Yes","No","Don't know","Don't know","Don't know","Very easy","No","Don't know","Yes","No","No","No","Yes","No"
"187",32,"Male","United Kingdom",NA,"Yes","No","Yes","Yes","Not sure","No","No","Don't know","Somewhat difficult","Yes","Don't know","No","No","Yes","No","No","Yes"
"188",21,"Male","Canada",NA,"No","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","Maybe","No","Maybe","Yes","No"
"189",30,"Male","United States","MA","No","No","No","Yes","Yes","No","No","Yes","Somewhat easy","Yes","No","Yes","No","Maybe","Maybe","Don't know","No"
"190",24,"Male","United States","KS","No","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","No","Don't know","No"
"191",26,"Male","Bulgaria",NA,"No","No","No","Yes","No","No","No","No","Very easy","No","No","No","No","Yes","Maybe","Don't know","No"
"192",40,"Female","United States","DC","No","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Yes","Yes","No","No","No","Yes","No"
"193",37,"Male","United Kingdom",NA,"Yes","No","No","No","No","No","No","Don't know","Don't know","No","No","Yes","No","Yes","Maybe","Don't know","No"
"194",26,"Male","United Kingdom",NA,"No","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","No","No","Yes","Maybe","Don't know","No"
"195",32,"Female","United States","TX","Yes","No","No","Yes","No","No","No","No","Don't know","Yes","Don't know","Some of them","No","Yes","Maybe","No","Yes"
"196",32,"Female","United States","MA","No","No","No","No","Yes","Don't know","Don't know","Yes","Very easy","Yes","Yes","Yes","No","No","Yes","Yes","No"
"197",27,"Female","United States","MI","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Very difficult","Yes","No","No","No","No","No","Don't know","No"
"198",30,"Male","Germany",NA,"No","Yes","Yes","Yes","Yes","No","No","Yes","Very difficult","Yes","Yes","Yes","Maybe","No","Yes","Yes","No"
"199",31,"Male","Canada",NA,"No","Yes","No","Yes","Yes","No","Don't know","Yes","Very easy","No","Yes","Some of them","No","No","No","Yes","No"
"200",29,"Female","United States","NY","No","No","No","No","No","No","Don't know","Don't know","Somewhat difficult","Yes","Yes","No","No","Maybe","No","Don't know","No"
"201",41,"Male","United States","VA","No","No","No","Yes","Not sure","No","No","Don't know","Very easy","No","Yes","Some of them","No","Yes","No","Don't know","No"
"202",34,"Female","United States","WA","No","No","No","Yes","No","No","No","Don't know","Somewhat easy","No","Yes","Yes","Maybe","No","Maybe","Yes","No"
"203",33,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Yes","Yes","No","Yes","Don't know","No"
"204",28,"Male","United States","PA","No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Some of them","No","No","Maybe","Don't know","No"
"205",28,"Male","United States","MI","No","No","No","Yes","Yes","No","No","Yes","Very difficult","Yes","No","Some of them","No","Yes","No","No","No"
"206",23,"Male","United States","PA","No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","Yes","Yes","No"
"207",24,"Male","United States","OR","No","No","No","Yes","No","Don't know","No","Yes","Very easy","No","Don't know","Yes","Maybe","No","Yes","Yes","No"
"208",32,"Male","United States","WA","No","No","Yes","Yes","Yes","No","No","Don't know","Very difficult","No","No","Yes","No","No","Maybe","Yes","No"
"209",34,"Male","Australia",NA,"No","Yes","Yes","Yes","Not sure","Yes","Yes","Don't know","Somewhat difficult","No","Don't know","No","No","Yes","Maybe","Yes","No"
"210",24,"Male","United States","PA","No","No","No","Yes","Not sure","No","Don't know","Don't know","Very easy","No","Yes","No","Maybe","Maybe","Maybe","Yes","No"
"211",26,"Male","United Kingdom",NA,"No","Yes","No","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","No","Maybe","Maybe","Yes","No"
"212",36,"Male","United States","OH","No","No","No","Yes","No","No","Yes","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","Maybe","Don't know","Yes"
"213",41,"Male","United States","TX","No","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Yes","No","Maybe","Maybe","Maybe","No","No"
"214",38,"Male","United Kingdom",NA,"No","No","No","No","Not sure","Don't know","Don't know","Don't know","Very difficult","Yes","Don't know","No","No","Yes","Maybe","No","No"
"215",38,"Male","United States","NH","No","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","Yes","No","Maybe","Maybe","No","No"
"216",30,"Male","Netherlands",NA,"No","No","No","Yes","No","Don't know","Don't know","Yes","Somewhat easy","No","Don't know","Some of them","No","No","No","Yes","No"
"217",25,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat difficult","No","No","No","No","Yes","Maybe","No","No"
"218",37,"Male","Canada",NA,"Yes","No","No","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","Yes","Don't know","No"
"219",34,"Male","United Kingdom",NA,"Yes","No","No","Yes","No","No","No","Yes","Somewhat difficult","No","No","Yes","No","No","Yes","No","Yes"
"220",37,"Female","United States","NC","Yes","No","No","No","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Some of them","No","No","Maybe","Yes","No"
"221",28,"Female","Canada",NA,"Yes","No","No","No","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Yes","No","No","No","No","Yes"
"222",22,"Male","Sweden",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Yes","Maybe","No","Maybe","No","No"
"223",34,"Male","United States","FL","Yes","No","No","Yes","No","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","Maybe","Maybe","No","Yes"
"224",33,"Male","United States","CA","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Yes","No","No","No","Don't know","No"
"225",25,"Male","South Africa",NA,"No","No","No","Yes","No","No","No","Yes","Somewhat difficult","No","No","Yes","No","Maybe","Yes","No","No"
"226",27,"Male","United States","GA","No","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","Yes","Yes","Maybe","No","Maybe","Yes","No"
"227",40,"Male","United States","OH","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","No","No","Yes","Maybe","No","Yes"
"228",21,"Male","United States","KY","No","No","No","No","No","No","Don't know","Don't know","Don't know","Yes","Don't know","No","No","Maybe","Maybe","Don't know","No"
"229",29,"Male","United Kingdom",NA,"No","No","No","No","No","No","No","Yes","Very easy","No","No","Yes","Maybe","No","Yes","Yes","No"
"230",32,"Male","United States","NC","Yes","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Yes","No","Maybe","Yes","Don't know","No"
"231",29,"Female","United States","NY","Yes","No","Yes","No","Yes","Yes","Don't know","Yes","Don't know","Yes","Yes","No","Maybe","Maybe","Yes","Don't know","No"
"232",23,"Male","United States","AL","Yes","No","Yes","No","No","No","Don't know","Yes","Somewhat easy","Yes","Don't know","Some of them","No","Maybe","Yes","Yes","No"
"233",28,"Male","United States","GA","Yes","No","No","Yes","No","No","Don't know","Yes","Somewhat easy","No","Yes","Yes","No","No","Maybe","Yes","Yes"
"234",31,"Male","United States","CA","Yes","No","Yes","Yes","Yes","Yes","Don't know","Yes","Very easy","Yes","Yes","Yes","No","No","Maybe","Yes","No"
"235",27,"Male","United Kingdom",NA,"No","No","No","No","Not sure","Don't know","Don't know","No","Very easy","No","Don't know","Yes","No","Maybe","No","Don't know","No"
"236",24,"Male","United States","VA","No","No","No","Yes","No","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","Maybe","No","Maybe","Don't know","No"
"237",29,"Male","Canada",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat difficult","No","No","No","No","Yes","Maybe","Don't know","No"
"238",23,"Female","United Kingdom",NA,"No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","Maybe","Maybe","Yes","No"
"239",42,"Male","United States","WA","No","No","Yes","Yes","Yes","No","Yes","Don't know","Somewhat easy","No","No","Yes","No","No","No","Yes","No"
"240",24,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","Some of them","No","Yes","Yes","No","No"
"241",25,"Male","Australia",NA,"Yes","No","No","Yes","Yes","No","No","No","Very difficult","Yes","No","No","No","Yes","Yes","No","Yes"
"242",27,"Female","United States","TX","No","No","No","Yes","No","No","No","Yes","Don't know","Yes","Yes","No","No","Maybe","Maybe","Don't know","No"
"243",27,"Male","Canada",NA,"No","No","Yes","Yes","Yes","No","No","No","Very difficult","No","No","Some of them","No","Yes","Maybe","No","No"
"244",30,"Male","United States","FL","No","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Yes","Yes","Yes","Maybe","No","No","Yes","No"
"245",29,"Male","Poland",NA,"Yes","No","No","Yes","Yes","No","No","Yes","Very difficult","Yes","No","Some of them","No","Maybe","Yes","No","No"
"246",43,"Male","Canada",NA,"No","Yes","Yes","Yes","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","Don't know","No"
"247",32,"Male","United States","NV","No","No","No","Yes","Yes","No","Don't know","Don't know","Very easy","No","No","Yes","No","No","Maybe","Don't know","No"
"248",41,"Male","United States","AL","No","No","Yes","Yes","Yes","Don't know","No","Don't know","Very easy","Yes","Yes","Yes","Yes","No","Yes","Yes","No"
"249",32,"Male","United Kingdom",NA,"Yes","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Very easy","Yes","Don't know","Some of them","Maybe","Maybe","Maybe","Don't know","Yes"
"250",37,"Female","United States","CA","Yes","No","No","Yes","Yes","No","No","Yes","Don't know","Yes","Yes","Some of them","No","Maybe","Yes","Don't know","No"
"251",32,"Male","United States","CO","No","No","Yes","Yes","No","No","No","Don't know","Very easy","No","No","Yes","No","No","No","Don't know","No"
"252",30,"Male","Ireland",NA,"No","Yes","Yes","Yes","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","No","No","Maybe","No","No"
"253",23,"Female","United States","MN","Yes","No","No","No","No","Don't know","Don't know","Yes","Don't know","Yes","Yes","Yes","Maybe","No","Maybe","Yes","No"
"254",30,"Male","United States","NJ","No","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","Yes","Yes","No","No","No","Yes","No"
"255",34,"Male","United Kingdom",NA,"No","No","No","Yes","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","No","Maybe","No","Don't know","No"
"256",38,"Male","United States","PA","No","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Yes","No","No","Yes","Maybe","No","No"
"257",33,"Male","Canada",NA,"No","No","No","Yes","No","Yes","Yes","Yes","Don't know","No","Yes","Yes","No","No","No","Don't know","No"
"258",34,"Male","United States","MO","No","No","No","No","No","No","No","Don't know","Don't know","No","Yes","No","No","Maybe","No","Don't know","No"
"259",28,"Male","Colombia",NA,"No","No","No","Yes","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","No","Maybe","No","Don't know","No"
"260",28,"Male","United States","MN","No","No","No","No","Yes","Yes","Don't know","Don't know","Very easy","Yes","Yes","Some of them","No","Maybe","No","Yes","No"
"261",23,"Male","United States","PA","Yes","No","No","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","Maybe","No","No"
"262",22,"Male","Australia",NA,"Yes","Yes","Yes","Yes","Not sure","Yes","Yes","Don't know","Somewhat easy","Yes","Don't know","Yes","No","Maybe","Yes","No","Yes"
"263",27,"Male","Portugal",NA,"No","No","No","Yes","No","No","No","Yes","Don't know","No","No","No","No","Yes","Maybe","Don't know","No"
"264",18,"Male","United States","TX","No","No","No","Yes","No","No","Don't know","Don't know","Don't know","Yes","Don't know","No","No","Yes","Maybe","Don't know","No"
"265",35,"Male","United States","NY","Yes","No","No","Yes","Yes","No","No","Yes","Somewhat difficult","Yes","Yes","Some of them","No","Yes","Maybe","Don't know","No"
"266",25,"Male","Canada",NA,"No","No","No","No","Not sure","No","No","Don't know","Don't know","No","Don't know","Some of them","No","No","Yes","No","No"
"267",27,"Male","United Kingdom",NA,"Yes","No","No","Yes","No","No","No","Yes","Somewhat easy","Yes","No","Yes","Yes","Maybe","Yes","Yes","No"
"268",26,"Female","United States","WA","Yes","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","No","Don't know","No"
"269",18,"Male","United States","WA","No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Very easy","No","Don't know","Some of them","No","No","Maybe","Yes","No"
"270",38,"Female","United States","TX","No","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","Yes"
"271",26,"Female","United States","TX","Yes","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Somewhat easy","Yes","Yes","No","No","Maybe","No","Don't know","No"
"272",30,"Male","Switzerland",NA,"No","Yes","No","Yes","No","No","No","No","Somewhat easy","No","No","Yes","No","No","No","Yes","No"
"273",35,"Male","United States","CA","No","No","No","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","Some of them","No","Yes","No","Don't know","No"
"274",45,"Male","United States","NY","Yes","No","No","Yes","Yes","Don't know","Don't know","Yes","Don't know","Yes","Yes","Some of them","No","Maybe","Maybe","Don't know","No"
"275",32,"Male","United States","CA","No","No","No","Yes","No","No","Don't know","Don't know","Don't know","No","Yes","Some of them","No","Maybe","No","Don't know","No"
"276",56,"Male","United States",NA,"No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","No","Maybe","Don't know","No"
"277",24,"Female","United States","CA","No","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","Maybe","No","No"
"278",30,"Female","United States","SC","Yes","No","No","Yes","Yes","Yes","Don't know","Don't know","Very easy","Yes","Yes","Yes","No","No","Yes","Yes","No"
"279",60,"Male","United States","CA","No","No","No","Yes","No","Don't know","Yes","Don't know","Don't know","No","Yes","Yes","Maybe","No","Maybe","Yes","No"
"280",33,"Male","United States","CA","Yes","No","No","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Yes","No","No","Yes","Maybe","Don't know","No"
"281",37,"Male","United States","NY","No","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","Yes","Yes","Maybe","No","Maybe","Don't know","No"
"282",23,"Female","United States","NY","No","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","Yes","No"
"283",31,"Female","United States","CA","No","No","No","Yes","Not sure","Don't know","Don't know","Yes","Somewhat easy","Yes","Yes","Yes","No","No","No","Yes","No"
"284",26,"Male","United States","MA","No","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Yes","Yes","No","No","Maybe","Don't know","No"
